label id group Gene_ID_human
1 AceticAcid 1 Metabolome NA
2 Body_Brain_Y 2 Phenotype NA
3 Body_L_Y 3 Phenotype NA
4 Body_W_Y 4 Phenotype NA
5 Brain_BW_Y 5 Phenotype NA
6 Brain_W_Y 6 Phenotype NA
7 D-Fructose 7 Metabolome NA
8 D-GluconicAcid 8 Metabolome NA
9 ACVR1B 9 Transcriptome 91
10 TIPIN 10 Transcriptome 8914
11 PHF11 11 Transcriptome 51131
12 ENSSSCG00000010489 12 Transcriptome 
13 ATP8 13 Transcriptome 4509
14 RCOR3 14 Transcriptome 55758
15 PIN4 15 Transcriptome 5303
16 C2orf68 16 Transcriptome 388969
17 TGM2 17 Transcriptome 7052
18 BBS9 18 Transcriptome 27241
19 LBP 19 Transcriptome 3929
20 SMC1A 20 Transcriptome 8243
21 RPGR 21 Transcriptome 6103
22 TMEM44 22 Transcriptome 93109
23 RBM3 23 Transcriptome 5935
24 CEMIP 24 Transcriptome 57214
25 EXOC2 25 Transcriptome 55770
26 ARMCX1 26 Transcriptome 51309
27 GIGYF2 27 Transcriptome 26058
28 SERPINB9 28 Transcriptome 5272
29 RDH16 29 Transcriptome 8608
30 HIF1AN 30 Transcriptome 55662
31 TMPRSS5 31 Transcriptome 80975
32 ZMAT1 32 Transcriptome 84460
33 ENSSSCG00000044908 33 Transcriptome 
34 CYB5R3 34 Transcriptome 1727
35 ENSSSCG00000048312 35 Transcriptome 
36 CALN1 36 Transcriptome 83698
37 ENSSSCG00000050836 37 Transcriptome 
38 NAALADL1 38 Transcriptome 10004
39 ENSSSCG00000045119 39 Transcriptome 
40 CES1 40 Transcriptome 1066
41 ENSSSCG00000043604 41 Transcriptome 
42 Glycerophosphocholine 42 Metabolome NA
43 GuanidinoaceticAcid 43 Metabolome NA
44 Head_BW_Y 44 Phenotype NA
45 Head_W_Y 45 Phenotype NA
46 Heart_W_Y 46 Phenotype NA
47 L_intest_BW_Y 47 Phenotype NA
48 L_intest_W_Y 48 Phenotype NA
49 L_Kidney_Brain_Y 49 Phenotype NA
50 L_Kidney_BW_Y 50 Phenotype NA
51 L_Kidney_W_Y 51 Phenotype NA
52 L-Alanine 52 Metabolome NA
53 L-Asparagine 53 Metabolome NA
54 L-Citrulline 54 Metabolome NA
55 L-Glycine 55 Metabolome NA
56 L-Isoleucine 56 Metabolome NA
57 L-Leucine 57 Metabolome NA
58 L-Phenylalanine 58 Metabolome NA
59 L-Serine 59 Metabolome NA
60 L-Tyrosine 60 Metabolome NA
61 L-Valine 61 Metabolome NA
62 Liver_W_Y 62 Phenotype NA
63 Lung_Brain_Y 63 Phenotype NA
64 Lung_BW_Y 64 Phenotype NA
65 Lung_W_Y 65 Phenotype NA
66 Myo-Inositol 66 Metabolome NA
67 NB_groin_crease_Y 67 Phenotype NA
68 NicotinuricAcid 68 Metabolome NA
69 Phosphocholine 69 Metabolome NA
70 R_Kidney_Brain_Y 70 Phenotype NA
71 R_Kidney_BW_Y 71 Phenotype NA
72 R_Kidney_W_Y 72 Phenotype NA
73 S_intest_W_Y 73 Phenotype NA
74 S-Acetamidomethylcysteine 74 Metabolome NA
75 Spleen_Brain_Y 75 Phenotype NA
76 Spleen_BW_Y 76 Phenotype NA
77 Succinate 77 Metabolome NA
78 Taurine 78 Metabolome NA
